 


Daily Averaged Summary
RIVERSIDE MUNI AP (CA)
WBAN ID: 03171
Lat/Lon/Elev: 33.9519/-117.4386/805ft.
 
Date,Max Hourly Temp (F),Min Hourly Temp (F),Mean Hourly Temp (F),Max Dew Point Temp (F),Min Dew Point Temp (F),Mean Dew Point Temp (F),Min RH (%),Max RH (%),Mean Pres (inHg),Mean Wind Speed (mph),Max Wind Speed (mph),Max Wind Gust (mph),Mean Wind Dir (deg),Total Precip (in),Max Hourly Precip (in),
2018-02-22,59,38,47.9,42,31,35.6,36,86,991.95,6.2,18,M,M,0.01,0.01,
2018-02-23,57,42,49.2,42,12,27.2,22,89,991.61,5.6,14,17,318.7,M,M,
2018-02-24,62,37,49.8,32,9,19.9,16,63,994.19,5.6,14,17,M,0.00,0.00,
2018-02-25,68,39,53.2,32,14,24.7,13,73,991.04,4.7,13,M,M,0.00,0.00,
2018-02-26,66,41,52.4,44,21,30.0,19,75,984.86,7.1,18,26,336.6,M,0.00,
2018-02-27,53,40,46.3,45,30,37.0,42,97,984.80,4.2,13,M,M,0.84,0.25,
2018-02-28,60,38,48.3,41,32,37.4,36,100,991.59,3.1,14,20,M,0.00,0.00,
2018-03-01,63,42,51.0,43,36,39.6,37,89,990.94,3.6,13,M,M,0.00,0.00,
2018-03-02,59,45,52.4,52,41,46.3,60,100,988.14,3.4,8,M,M,M,0.01,
2018-03-03,57,46,52.6,50,40,46.1,57,100,987.41,6.5,15,22,279.3,M,M,
2018-03-04,63,40,51.0,43,24,34.5,23,97,990.78,3.7,7,M,M,0.00,0.00,
2018-03-05,71,43,59.0,32,5,14.5,9,63,989.83,7.3,14,23,54.1,0.00,0.00,
2018-03-06,79,50,63.8,28,7,14.2,7,40,987.54,5.3,10,20,37.6,0.00,0.00,
2018-03-07,72,47,59.4,40,18,28.1,13,54,986.97,2.0,7,M,9.1,0.00,0.00,
2018-03-08,76,48,60.8,39,25,33.7,15,71,986.90,3.1,11,M,334.4,0.00,0.00,
2018-03-09,74,48,60.0,54,35,44.6,29,93,984.84,4.0,9,M,M,0.00,0.00,
2018-03-10,61,54,56.4,57,52,55.1,82,100,984.82,2.1,5,M,348.6,M,M,
2018-03-11,71,56,61.4,56,54,55.2,55,100,987.80,3.7,10,M,M,M,0.01,
2018-03-12,76,55,63.8,56,52,54.9,45,97,987.69,4.6,15,20,324.1,M,0.00,
2018-03-13,72,55,61.3,61,53,56.5,53,100,986.72,5.4,15,23,286.4,M,0.02,
2018-03-14,64,53,57.9,57,42,48.7,48,100,985.43,9.4,18,25,260.7,M,0.00,
2018-03-15,63,49,55.0,51,35,43.4,36,97,984.88,6.9,16,20,277.6,M,0.10,
2018-03-16,61,45,52.2,48,37,42.0,43,94,985.87,6.1,18,24,319.9,M,0.00,
2018-03-17,60,45,52.2,49,33,41.0,38,96,985.80,8.3,18,25,244.4,M,M,
2018-03-18,63,42,52.3,42,34,39.4,36,86,989.10,4.2,15,M,M,0.00,0.00,
2018-03-19,74,45,59.4,42,20,32.8,13,90,987.42,3.7,13,M,M,0.00,0.00,
2018-03-20,75,52,62.2,44,26,36.1,18,57,985.56,4.7,11,M,349.2,0.00,0.00,
2018-03-21,70,52,62.0,53,39,46.0,35,72,985.83,2.1,9,M,5.8,0.00,0.00,
2018-03-22,63,55,59.4,58,54,56.0,78,96,986.91,3.8,11,M,341.9,M,0.07,
2018-03-23,70,53,60.3,55,48,52.3,47,100,988.40,4.3,13,22,314.0,M,M,
2018-03-24,65,50,56.0,52,41,45.9,44,97,986.21,5.6,16,22,M,M,M,
2018-03-25,63,47,53.9,44,36,40.7,41,86,985.56,3.5,15,18,M,0.00,0.00,
2018-03-26,70,42,55.9,40,5,28.1,9,85,985.76,5.9,16,25,M,0.00,0.00,
2018-03-27,75,46,62.2,36,14,22.8,10,68,988.72,8.8,17,34,M,0.00,0.00,
2018-03-28,79,48,62.8,44,30,36.6,19,64,988.49,5.3,18,29,325.4,0.00,0.00,
2018-03-29,82,50,65.6,47,38,42.6,22,77,986.91,4.4,14,M,338.5,0.00,0.00,
2018-03-30,89,53,68.9,51,40,46.8,19,80,986.93,4.3,17,22,335.6,0.00,0.00,
2018-03-31,82,54,66.9,50,38,45.4,22,75,985.82,5.0,18,21,M,0.00,0.00,
2018-04-01,76,53,61.4,51,39,48.9,28,90,982.62,5.2,15,18,M,M,0.00,
2018-04-02,67,53,58.3,52,47,49.4,50,90,981.62,4.3,11,16,307.4,M,0.00,
2018-04-03,75,55,62.2,52,47,50.1,40,87,984.43,4.8,16,M,M,0.00,0.00,
2018-04-04,75,52,61.4,53,48,51.1,41,93,986.56,4.8,14,22,312.6,0.00,0.00,
2018-04-05,75,53,61.6,54,48,51.6,41,97,986.00,4.5,15,20,M,M,0.00,
2018-04-06,74,53,62.3,52,48,50.1,45,83,984.73,4.3,13,M,M,0.00,0.00,
2018-04-07,77,55,64.9,59,51,55.1,52,87,984.21,5.2,15,23,M,M,M,
2018-04-08,81,59,66.9,56,47,51.9,32,90,983.71,5.5,15,M,M,M,0.00,
2018-04-09,96,55,76.5,49,14,33.2,5,77,984.14,5.3,11,18,31.6,0.00,0.00,
2018-04-10,94,61,76.0,41,23,33.3,9,46,985.60,6.3,18,26,332.3,0.00,0.00,
2018-04-11,84,55,68.3,53,34,43.9,19,78,984.01,5.0,18,30,M,0.00,0.00,
2018-04-12,72,54,61.3,51,14,33.3,12,84,986.24,7.4,22,30,M,M,0.00,
2018-04-13,80,57,69.0,18,8,11.9,7,21,991.44,10.2,16,33,26.8,0.00,0.00,
2018-04-14,86,52,69.5,29,9,19.0,6,35,990.84,5.9,15,20,12.2,0.00,0.00,
2018-04-15,81,53,66.3,45,15,29.2,9,62,984.97,6.2,11,23,316.9,0.00,0.00,
2018-04-16,67,49,57.4,48,30,41.3,29,80,986.32,10.1,22,32,265.7,0.00,0.00,
2018-04-17,73,44,58.4,39,17,29.4,12,79,988.92,4.3,16,M,M,0.00,0.00,
2018-04-18,76,48,61.2,43,19,31.9,13,72,986.10,7.4,20,31,314.7,0.00,0.00,
2018-04-19,61,47,53.5,45,37,40.9,46,83,986.46,5.7,15,20,306.7,0.00,0.00,
2018-04-20,79,45,59.7,45,37,41.8,22,86,988.70,4.3,18,33,M,0.00,0.00,
2018-04-21,90,50,70.1,45,25,38.6,10,74,986.12,4.8,17,18,317.8,0.00,0.00,
2018-04-22,88,56,71.6,45,32,38.8,16,62,983.46,6.1,22,29,323.5,0.00,0.00,
2018-04-23,86,55,69.8,49,39,43.3,19,65,985.03,5.4,15,24,312.2,0.00,0.00,
2018-04-24,85,53,67.7,50,26,40.6,12,77,985.59,5.0,16,21,M,0.00,0.00,
2018-04-25,81,52,65.9,50,37,45.7,22,93,986.85,6.1,15,24,298.7,0.00,0.00,
2018-04-26,79,52,63.0,51,41,47.5,26,93,985.50,6.5,15,21,M,0.00,0.00,
2018-04-27,77,52,61.1,50,38,47.4,25,89,985.25,5.4,17,22,300.5,M,0.00,
2018-04-28,75,50,61.7,50,45,47.4,36,86,983.46,5.3,17,24,M,0.00,0.00,
2018-04-29,71,54,60.8,50,46,47.7,41,80,984.17,5.9,15,24,M,M,0.00,
2018-04-30,66,55,59.6,51,45,48.6,47,84,983.70,6.9,17,21,294.0,M,0.00,
2018-05-01,55,52,53.7,51,43,46.8,67,93,982.33,3.6,8,M,10.7,M,M,
2018-05-02,63,50,55.0,51,46,48.8,54,97,986.75,4.6,15,22,318.0,0.10,0.04,
2018-05-03,80,50,63.6,50,44,47.4,29,93,990.22,4.1,16,25,M,M,0.00,
2018-05-04,93,53,74.1,49,23,39.4,8,83,988.80,5.7,17,25,M,0.00,0.00,
2018-05-05,96,57,77.5,44,27,36.9,9,62,984.40,6.7,20,16,M,0.00,0.00,
2018-05-06,92,61,74.0,46,25,40.4,10,52,984.75,M,M,22,M,0.00,0.00,
2018-05-07,88,56,71.1,49,26,41.1,11,70,986.15,5.6,17,23,319.9,0.00,0.00,
2018-05-08,86,57,70.9,53,39,44.2,20,72,984.82,5.8,15,22,299.3,0.00,0.00,
2018-05-09,87,57,69.7,54,51,52.6,31,87,982.93,4.9,14,20,M,0.00,0.00,
2018-05-10,83,57,67.9,55,52,54.0,34,90,980.63,6.2,16,26,M,M,0.00,
2018-05-11,67,57,61.0,56,49,52.6,57,96,980.68,6.1,14,M,M,M,M,
2018-05-12,65,53,58.9,52,48,49.9,54,96,984.25,5.3,11,M,M,0.02,0.01,
2018-05-13,71,55,61.7,50,46,48.7,42,83,985.55,6.2,13,M,M,M,M,
2018-05-14,75,52,62.7,51,48,49.4,40,89,984.64,6.5,17,26,M,0.00,0.00,
2018-05-15,77,52,62.9,50,46,48.8,37,86,986.08,5.1,15,M,305.3,0.00,0.00,
2018-05-16,79,52,64.5,48,44,46.2,32,83,985.33,M,M,24,M,0.00,0.00,
2018-05-17,76,53,62.8,49,45,47.8,36,83,984.14,M,M,28,M,0.00,0.00,
2018-05-18,74,56,62.4,51,48,49.3,40,81,983.51,6.6,18,26,M,M,0.00,
2018-05-19,73,58,62.5,55,51,52.3,48,87,982.81,5.1,14,20,M,0.00,0.00,
2018-05-20,72,59,63.5,56,53,54.0,51,84,982.53,6.3,16,23,292.0,M,M,
2018-05-21,67,57,60.5,57,51,53.4,61,96,981.38,6.7,15,22,M,M,M,
2018-05-22,70,57,61.6,52,49,50.4,49,83,982.58,6.0,15,21,M,0.00,0.00,
2018-05-23,73,57,62.8,53,51,52.1,48,84,984.49,5.6,13,M,M,M,0.00,
2018-05-24,70,58,61.8,55,52,53.1,55,90,987.65,6.3,16,24,M,M,M,
2018-05-25,72,57,62.8,53,44,48.7,37,84,988.15,8.5,20,25,274.6,M,0.00,
2018-05-26,69,55,61.7,51,47,49.0,47,81,985.40,5.0,13,17,303.4,0.00,0.00,
2018-05-27,80,54,63.7,54,48,51.2,34,90,983.52,5.3,14,21,303.6,M,0.00,
2018-05-28,85,54,66.9,55,52,53.8,32,96,982.94,6.1,14,17,M,M,0.00,
2018-05-29,85,59,66.9,57,56,56.1,37,90,980.56,6.2,16,21,298.4,0.00,0.00,
2018-05-30,76,60,64.2,59,55,56.1,48,96,981.20,6.1,15,22,285.0,M,0.00,
2018-05-31,76,58,64.9,56,51,53.2,43,86,982.84,6.9,14,18,279.7,0.00,0.00,
2018-06-01,M,M,M,M,M,M,M,M,M,M,M,M,M,M,0.00,
2018-06-02,M,M,M,M,M,M,M,M,M,M,M,M,M,0.00,0.00,
2018-06-03,M,M,M,M,M,M,M,M,M,M,M,M,M,0.00,0.00,
2018-06-04,M,M,M,M,M,M,M,M,M,M,M,M,M,0.00,0.00,
2018-06-05,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
2018-06-06,M,M,M,M,M,M,M,M,M,M,M,M,M,M,M,
2018-06-07,M,M,M,M,M,M,M,M,983.25,M,M,23,M,M,M,
2018-06-08,92,58,74.3,53,39,49.7,16,81,982.67,5.4,18,24,308.4,0.00,0.00,
2018-06-09,89,61,74.1,56,43,50.3,22,72,982.22,6.1,18,25,M,0.00,0.00,
2018-06-10,88,60,72.9,56,39,52.1,18,80,980.90,5.7,20,26,M,0.00,0.00,
2018-06-11,92,63,76.8,54,46,51.3,24,68,979.18,5.6,16,22,312.4,0.00,0.00,
2018-06-12,96,63,77.9,58,44,52.0,21,70,979.58,5.6,18,25,308.0,0.00,0.00,
2018-06-13,96,62,77.9,59,34,50.7,14,90,979.58,6.3,17,28,M,0.00,0.00,
2018-06-14,96,62,76.5,58,37,52.7,13,84,979.37,5.9,17,20,304.4,0.00,0.00,
2018-06-15,92,62,74.6,58,46,55.4,22,84,978.30,5.8,15,24,304.9,0.00,0.00,
2018-06-16,76,60,66.6,57,51,53.6,45,84,979.87,7.6,21,30,287.4,M,M,
2018-06-17,73,59,64.4,52,46,49.4,41,72,983.65,7.4,18,23,M,M,0.00,
2018-06-18,79,59,66.8,53,49,51.4,35,81,985.15,7.8,17,22,M,M,0.00,
2018-06-19,86,56,69.6,57,52,54.1,32,87,984.02,5.8,14,20,M,0.00,0.00,
2018-06-20,92,60,72.2,58,55,57.0,29,87,982.89,5.6,13,16,M,0.00,0.00,
2018-06-21,91,60,72.3,60,57,58.6,32,93,983.08,5.8,16,21,289.9,M,0.00,
2018-06-22,94,63,74.8,61,55,58.9,28,90,981.02,6.6,14,20,279.2,M,0.00,
2018-06-23,82,60,69.2,61,56,58.5,44,93,980.44,6.7,16,28,294.3,0.00,0.00,
2018-06-24,86,59,69.6,57,52,55.6,32,87,982.93,7.1,17,23,284.5,0.00,0.00,
2018-06-25,90,57,72.1,57,50,54.8,28,93,983.78,6.2,18,23,M,0.00,0.00,
2018-06-26,93,59,73.3,58,46,53.3,21,96,984.00,5.8,14,21,292.4,0.00,0.00,
2018-06-27,91,62,75.2,57,43,52.2,20,80,983.28,6.1,16,23,M,0.00,0.00,
2018-06-28,88,59,70.9,59,48,55.6,25,100,982.43,7.0,20,23,M,M,0.00,
2018-06-29,84,59,69.1,57,51,54.8,35,90,982.78,6.6,17,23,M,M,0.00,
2018-06-30,86,61,70.1,57,55,56.1,35,84,983.96,6.2,16,21,297.1,M,0.00,
2018-07-01,88,59,72.2,57,40,53.4,23,90,985.19,7.1,16,23,M,M,0.00,
2018-07-02,88,60,73.0,59,50,55.8,29,93,983.74,7.3,16,24,M,0.00,0.00,
2018-07-03,86,63,71.8,59,55,57.4,35,88,983.48,7.3,18,23,M,M,0.00,
2018-07-04,93,58,73.8,57,48,55.2,23,93,985.69,5.8,17,21,M,0.00,0.00,
2018-07-05,102,61,82.0,57,32,47.9,10,81,986.19,4.3,14,21,318.8,0.00,0.00,
2018-07-06,117,70,95.8,49,31,41.4,6,47,981.85,5.9,17,25,348.4,0.00,0.00,
2018-07-07,111,79,94.6,61,45,52.5,12,51,980.93,5.3,16,21,M,M,0.00,
2018-07-08,104,76,88.6,61,41,52.0,13,60,982.15,5.5,17,25,310.5,0.00,0.00,
2018-07-09,100,76,85.6,59,52,55.8,21,54,983.95,5.4,21,28,311.9,0.00,0.00,
2018-07-10,99,76,83.7,63,52,57.2,29,56,984.04,6.2,16,25,M,0.00,0.00,
2018-07-11,97,73,82.0,61,50,55.5,26,59,982.43,5.1,21,28,M,0.00,0.00,
2018-07-12,97,72,81.3,63,57,60.3,28,73,984.16,7.5,20,26,M,0.00,0.00,
2018-07-13,99,69,81.3,63,58,61.5,28,78,985.46,6.7,21,25,299.5,0.00,0.00,
2018-07-14,99,69,81.9,62,57,59.9,28,76,984.48,5.8,17,22,M,0.00,0.00,
2018-07-15,97,70,80.7,62,50,58.4,25,76,983.82,5.9,17,24,M,0.00,0.00,
2018-07-16,95,67,78.8,64,56,61.4,27,84,984.30,6.2,14,21,292.6,0.00,0.00,
2018-07-17,96,67,78.3,64,62,63.4,33,90,984.47,7.5,16,22,M,0.00,0.00,
2018-07-18,94,68,77.5,66,63,64.7,38,93,985.19,6.4,15,18,284.7,M,0.01,
2018-07-19,96,69,79.9,66,61,63.7,36,81,983.98,6.7,20,31,303.3,0.00,0.00,
2018-07-20,90,69,78.6,64,56,61.0,37,84,983.84,8.3,20,30,281.1,0.00,0.00,
2018-07-21,94,67,78.8,60,44,56.2,31,76,985.20,7.4,17,23,277.6,0.00,0.00,
2018-07-22,99,68,82.4,60,55,57.4,26,76,986.01,5.6,18,25,313.1,0.00,0.00,
2018-07-23,105,72,86.6,61,55,58.8,22,64,983.04,5.4,17,21,310.9,0.00,0.00,
2018-07-24,106,74,87.8,62,56,59.8,21,64,982.84,5.2,15,23,317.8,0.00,0.00,
2018-07-25,104,74,86.3,65,59,62.5,24,69,983.70,5.8,15,20,M,0.00,0.00,
2018-07-26,100,71,82.6,66,58,64.1,25,84,983.46,5.9,16,23,290.5,0.00,0.00,
2018-07-27,101,68,82.9,65,54,61.9,23,90,981.83,6.5,16,26,288.9,0.00,0.00,
2018-07-28,96,67,78.7,66,60,63.7,30,93,983.36,6.6,17,22,M,0.00,0.00,
2018-07-29,101,71,82.5,64,55,61.0,22,76,984.52,5.7,15,22,M,0.00,0.00,
2018-07-30,99,74,85.0,65,47,56.8,20,71,983.64,5.3,17,23,317.1,0.00,0.00,
2018-07-31,101,73,84.7,58,53,54.6,23,56,983.55,5.9,18,24,M,0.00,0.00,
2018-08-01,101,73,84.5,60,49,55.2,21,56,983.34,6.4,18,24,M,0.00,0.00,
2018-08-02,97,75,83.6,60,53,58.0,24,58,982.76,6.9,17,24,287.4,0.00,0.00,
2018-08-03,99,73,84.3,62,51,56.4,21,68,982.25,5.1,16,23,306.7,0.00,0.00,
2018-08-04,98,69,82.4,62,53,57.8,24,78,981.04,4.7,14,21,308.4,0.00,0.00,
2018-08-05,99,68,82.7,63,46,56.2,17,76,980.91,4.7,17,20,316.9,0.00,0.00,
2018-08-06,105,69,85.9,59,35,54.1,10,70,979.93,4.4,15,23,319.3,0.00,0.00,
2018-08-07,103,74,87.9,59,45,53.8,16,60,979.00,6.0,16,23,299.2,0.00,0.00,
2018-08-08,96,69,82.4,61,47,55.2,19,66,983.09,3.9,16,M,M,0.00,0.00,
2018-08-09,103,70,84.7,61,53,58.6,21,71,983.48,5.6,17,23,332.5,0.00,0.00,
2018-08-10,95,75,83.5,62,49,56.0,24,64,985.54,6.0,17,23,304.3,0.00,0.00,
2018-08-11,94,71,81.1,66,49,58.4,31,74,985.12,5.8,18,24,308.7,0.00,0.00,
2018-08-12,93,72,80.3,67,55,61.0,28,84,984.62,6.1,20,18,292.1,0.00,0.00,
2018-08-13,93,68,78.1,59,46,54.6,23,70,984.12,6.1,15,22,292.5,0.00,0.00,
2018-08-14,91,67,77.0,62,43,55.8,23,76,982.20,6.5,17,23,M,0.00,0.00,
2018-08-15,92,66,77.0,63,59,62.0,34,90,982.83,6.4,17,23,300.6,0.00,0.00,
2018-08-16,93,68,78.2,66,63,64.6,40,87,985.82,7.1,17,22,M,0.00,0.00,
2018-08-17,94,70,79.7,67,63,65.3,36,87,986.93,6.6,16,28,296.0,0.00,0.00,
2018-08-18,95,69,79.4,66,58,63.2,31,90,986.25,6.0,15,22,M,0.00,0.00,
2018-08-19,95,69,79.3,63,60,62.1,33,78,982.94,5.1,16,22,M,0.00,0.00,
2018-08-20,92,69,77.4,66,61,64.2,37,84,983.05,6.6,20,24,283.8,0.00,0.00,
2018-08-21,91,66,76.8,65,60,63.4,35,94,984.25,6.5,15,20,M,M,M,
2018-08-22,93,67,77.2,65,49,60.2,29,90,985.62,6.0,17,23,299.3,0.00,0.00,
2018-08-23,92,65,76.6,64,54,60.1,28,93,985.22,5.8,14,24,299.3,M,0.00,
2018-08-24,89,64,73.9,63,54,59.9,30,96,983.44,6.2,16,21,282.4,M,0.00,
2018-08-25,89,64,73.6,63,55,60.0,32,94,983.77,5.9,13,23,284.7,M,M,
2018-08-26,89,64,72.9,62,54,59.8,30,90,984.72,5.1,17,23,301.2,M,M,
2018-08-27,88,63,72.1,61,53,58.7,33,93,983.53,4.9,14,21,M,M,0.00,
2018-08-28,88,62,73.3,61,51,57.1,30,94,983.48,4.1,13,21,303.6,M,0.00,
2018-08-29,92,64,76.8,61,46,55.6,21,84,983.97,4.6,16,M,318.6,0.00,0.00,
2018-08-30,95,64,77.6,58,28,47.2,12,75,983.85,4.3,16,21,M,0.00,0.00,
2018-08-31,92,62,75.7,59,43,52.7,20,70,980.86,4.7,16,22,322.9,0.00,0.00,
2018-09-01,86,63,72.4,61,57,59.7,42,90,979.50,7.2,16,23,M,0.00,0.00,
2018-09-02,84,64,70.7,62,60,60.8,44,90,981.29,6.0,14,18,M,M,0.00,
2018-09-03,87,66,73.1,62,60,61.2,40,83,981.77,6.8,17,24,279.4,M,0.00,
2018-09-04,88,66,73.1,63,61,62.0,42,87,981.77,5.8,17,24,M,M,0.00,
2018-09-05,89,63,72.2,63,59,60.5,36,90,984.65,5.5,17,23,M,M,0.00,
2018-09-06,89,62,73.5,61,59,59.5,36,90,985.78,5.1,15,18,M,0.00,0.00,
2018-09-07,97,63,77.5,62,54,59.3,25,87,983.98,4.4,14,20,308.8,0.00,0.00,
2018-09-08,103,65,82.2,61,48,56.6,16,81,981.16,4.1,14,22,325.0,0.00,0.00,
2018-09-09,101,66,80.7,60,41,52.8,14,79,980.38,5.0,21,26,331.0,0.00,0.00,
2018-09-10,94,61,73.1,63,50,59.2,24,100,980.94,5.6,17,M,M,M,0.00,
2018-09-11,89,61,72.0,61,45,57.7,23,90,980.93,5.1,14,21,M,0.00,0.00,
2018-09-12,89,62,72.2,61,50,57.5,26,93,981.81,4.7,18,16,305.8,M,0.00,
2018-09-13,94,61,76.3,58,40,53.4,15,87,982.05,4.2,15,20,M,0.00,0.00,
2018-09-14,97,62,79.4,57,33,45.0,11,70,979.95,4.7,15,20,334.5,0.00,0.00,
2018-09-15,94,63,77.0,51,28,42.5,11,53,980.52,4.4,17,21,327.4,0.00,0.00,
2018-09-16,93,62,76.3,53,27,45.3,11,65,982.14,4.1,16,22,M,0.00,0.00,
2018-09-17,93,62,75.3,52,32,44.5,13,65,982.06,5.0,17,M,M,0.00,0.00,
2018-09-18,91,57,72.8,54,28,43.4,12,72,980.98,4.9,17,21,311.1,0.00,0.00,
2018-09-19,89,58,72.0,57,34,50.5,15,81,978.45,3.7,14,20,M,0.00,0.00,
2018-09-20,89,61,72.0,60,52,56.5,34,84,980.78,5.3,15,22,304.5,0.00,0.00,
2018-09-21,90,61,74.5,60,56,58.4,32,90,984.50,4.3,14,18,316.1,0.00,0.00,
2018-09-22,98,64,77.8,60,41,53.1,23,81,983.03,4.2,15,22,M,0.00,0.00,
2018-09-23,88,64,73.8,58,45,53.7,31,76,981.43,5.3,14,21,M,0.00,0.00,
2018-09-24,82,59,68.0,58,55,57.3,40,96,981.71,6.2,14,17,M,M,0.00,
2018-09-25,82,61,68.6,59,56,57.9,41,90,983.17,3.5,9,M,M,M,M,
2018-09-26,94,59,73.7,61,55,58.4,29,90,983.86,5.1,14,20,304.3,0.00,0.00,
2018-09-27,100,63,77.6,62,47,57.6,19,90,981.97,4.7,17,21,315.5,0.00,0.00,
2018-09-28,90,62,73.2,63,56,60.3,34,100,981.68,5.3,17,22,303.3,M,0.00,
2018-09-29,87,63,71.2,61,49,56.2,27,94,982.30,4.1,10,M,M,M,M,
2018-09-30,93,61,76.3,58,40,52.1,25,84,981.42,5.4,21,30,321.2,0.00,0.00,
2018-10-01,91,66,80.0,64,48,55.0,31,62,980.15,3.5,13,M,M,0.00,0.00,
2018-10-02,83,67,75.3,64,42,55.6,27,71,981.45,5.4,15,22,302.6,0.00,0.00,
2018-10-03,78,64,69.6,63,51,55.8,42,94,983.74,5.2,13,18,M,M,0.00,
2018-10-04,78,63,68.0,63,55,58.9,45,100,984.80,5.3,15,M,302.9,M,M,
2018-10-05,79,62,68.4,59,55,57.4,44,90,983.72,4.1,15,21,314.5,M,0.00,
2018-10-06,73,59,64.8,57,55,56.4,55,90,979.48,2.5,8,M,M,M,M,
2018-10-07,78,57,66.0,58,51,55.6,39,94,978.88,4.7,17,23,324.0,M,0.00,
2018-10-08,80,57,66.5,58,45,54.8,31,94,980.01,5.2,16,21,M,M,M,
2018-10-09,78,57,65.4,57,46,53.4,32,94,980.50,4.7,18,M,316.6,M,M,
2018-10-10,76,58,65.2,55,50,52.5,40,84,980.55,5.5,16,M,298.1,M,0.00,
2018-10-11,75,59,65.5,52,44,48.4,33,70,980.21,3.9,15,M,M,0.00,0.00,
2018-10-12,87,55,68.5,60,40,50.2,20,97,979.08,6.4,17,25,10.3,0.63,0.19,
2018-10-13,63,60,61.4,60,55,57.9,77,97,981.92,4.8,9,M,285.1,M,M,
2018-10-14,73,60,64.9,57,53,55.8,50,90,984.07,3.2,7,M,311.1,M,M,
2018-10-15,75,60,67.9,M,M,M,M,M,987.60,12.4,21,44,20.4,0.00,0.00,
2018-10-16,80,54,68.1,31,7,14.5,6,37,986.93,7.9,17,33,37.6,0.00,0.00,
2018-10-17,84,53,67.5,43,25,32.5,12,58,987.45,4.6,11,22,M,M,0.00,
2018-10-18,87,53,69.7,42,27,35.5,12,60,987.27,3.5,8,M,M,M,0.00,
2018-10-19,87,56,71.0,39,21,31.7,9,51,985.95,5.4,16,31,M,0.00,0.00,
2018-10-20,89,57,72.5,43,32,36.0,13,46,983.82,3.3,10,M,M,0.00,0.00,
2018-10-21,83,58,68.9,53,36,44.4,19,72,982.63,4.1,14,17,341.2,0.00,0.00,
2018-10-22,80,54,64.7,57,49,54.3,36,100,982.23,3.6,13,M,311.7,M,0.00,
2018-10-23,81,56,67.2,58,54,55.6,39,94,982.18,3.8,15,M,322.7,M,0.00,
2018-10-24,84,56,68.1,57,52,54.6,34,90,984.05,3.6,14,M,327.7,0.00,0.00,
2018-10-25,84,56,68.3,57,46,52.6,27,90,985.91,3.0,11,M,343.2,0.00,0.00,
2018-10-26,92,56,71.7,56,35,48.9,15,81,986.17,4.0,14,M,20.6,0.00,0.00,
2018-10-27,92,57,72.6,54,34,45.8,13,69,985.68,3.6,11,M,2.3,0.00,0.00,
2018-10-28,87,57,69.7,51,34,45.4,15,72,985.87,2.3,8,M,352.0,0.00,0.00,
2018-10-29,82,55,66.8,57,38,49.3,21,87,984.57,3.9,10,M,329.0,0.00,0.00,
2018-10-30,80,56,64.9,57,16,50.0,13,100,983.11,5.4,15,21,M,M,M,
2018-10-31,81,59,70.9,33,4,13.9,5,36,986.65,9.4,17,37,24.2,0.00,0.00,
2018-11-01,85,57,71.2,39,18,27.9,12,40,987.45,5.6,14,28,M,0.00,0.00,
2018-11-02,89,58,72.2,44,32,38.0,14,50,987.15,5.2,14,M,5.8,0.00,0.00,
2018-11-03,89,56,71.6,45,33,39.9,14,57,984.77,4.7,11,M,356.5,0.00,0.00,
2018-11-04,86,59,70.1,48,28,38.2,13,60,984.03,3.8,8,M,352.7,0.00,0.00,
2018-11-05,81,53,65.0,57,36,46.4,20,93,981.80,3.4,14,M,346.8,0.00,0.00,
2018-11-06,77,56,63.2,56,52,53.7,42,93,983.87,3.3,11,M,311.2,M,0.00,
2018-11-07,72,56,61.1,56,52,54.1,53,93,984.93,2.3,8,M,330.3,M,0.00,
2018-11-08,79,54,66.3,56,-2,24.0,6,97,985.57,9.2,18,36,16.6,M,0.00,
2018-11-09,76,51,65.7,15,-7,0.4,4,23,987.60,9.6,15,31,35.7,0.00,0.00,
2018-11-10,78,46,59.9,29,0,14.2,5,43,984.94,4.0,11,M,9.6,0.00,0.00,
2018-11-11,74,44,60.9,27,-13,4.6,3,46,988.30,9.2,18,36,37.9,0.00,0.00,
2018-11-12,75,45,61.5,11,-6,1.0,4,25,994.71,8.2,16,31,58.7,0.00,0.00,
2018-11-13,75,49,60.8,14,-3,6.6,5,23,996.95,5.7,15,24,M,0.00,0.00,
2018-11-14,79,51,63.8,21,2,11.2,6,31,993.00,5.5,11,18,M,0.00,0.00,
2018-11-15,80,47,62.9,25,9,17.6,7,37,988.13,4.5,7,M,24.6,0.00,0.00,
2018-11-16,77,50,61.4,37,20,27.0,12,55,985.88,4.4,11,M,359.4,0.00,0.00,
2018-11-17,73,46,58.7,44,28,36.2,20,69,986.96,2.9,9,M,357.2,0.00,0.00,
2018-11-18,78,48,61.5,43,26,35.4,16,77,987.36,3.8,7,M,24.5,0.00,0.00,
2018-11-19,78,50,61.9,42,20,29.7,13,64,986.92,4.1,8,M,40.9,0.00,0.00,
2018-11-20,73,46,59.2,47,28,36.9,20,74,986.65,4.1,11,M,4.1,0.00,0.00,
2018-11-21,71,47,58.6,49,39,43.2,34,80,989.56,3.6,9,M,18.5,0.00,0.00,
2018-11-22,65,52,58.2,55,46,51.2,54,100,990.95,3.2,9,M,335.7,M,0.02,
